
|   ID  |    x    |      y     |
| 36452 | 1.74301 |  -58.80148 |
| 36452 | 1.74401 |  -58.54432 |
| 36452 | 1.74501 |  -58.29021 |
| 36452 | 1.74601 |  -58.03910 |
| 36452 | 1.74701 |  -57| 36451 | 0.00000 |    0.00000 |
| 36451 | 0.00100 |    0.00100 |
| 36451 | 0.00200 |    0.00200 |
| 36451 | 0.00300 |    0.00301 |
| 36451 | 0.00400 |    0.00402 |
| 36451 | 0.00500 |    0.00503 |
| 36451 | 0.00600 |    0.00604 |
| 36451 | 0.00700 |    0.00705 |
| 36451 | 0.00800 |    0.00806 |
| 36451 | 0.00900 |    0.00908 |
| 36451 | 0.01000 |    0.01010 |
| 36451 | 0.01100 |    0.01112 |
| 36451 | 0.01200 |    0.01215 |
| 36451 | 0.01300 |    0.01317 |
| 36451 | 0.01400 |    0.01420 |
| 36451 | 0.01500 |    0.01523 |
| 36451 | 0.01600 |    0.01626 |
| 36451 | 0.01700 |    0.01730 |
| 36451 | 0.01800 |    0.01833 |
| 36451 | 0.01900 |    0.01937 |
| 36451 | 0.02000 |    0.02041 |
| 36451 | 0.02100 |    0.02145 |
| 36451 | 0.02200 |    0.02250 |
| 36451 | 0.02300 |    0.02355 |
| 36451 | 0.02400 |    0.02460 |
| 36451 | 0.02500 |    0.02565 |
| 36451 | 0.02600 |    0.02670 |
| 36451 | 0.02700 |    0.02776 |
| 36451 | 0.02800 |    0.02882 |
| 36451 | 0.02900 |    0.02988 |
| 36451 | 0.03000 |    0.03094 |
| 36451 | 0.03100 |    0.03201 |
| 36451 | 0.03200 |    0.03307 |
| 36451 | 0.03300 |    0.03414 |
| 36451 | 0.03400 |    0.03522 |
| 36451 | 0.03500 |    0.03629 |
| 36451 | 0.03600 |    0.03737 |
| 36451 | 0.03700 |    0.03845 |
| 36451 | 0.03800 |    0.03953 |
| 36451 | 0.03900 |    0.04061 |
| 36451 | 0.04000 |    0.04170 |
| 36451 | 0.04100 |    0.04279 |
| 36451 | 0.04200 |    0.04388 |
| 36451 | 0.04300 |    0.04497 |
| 36451 | 0.04400 |    0.04607 |
| 36451 | 0.04500 |    0.04716 |
| 36451 | 0.04600 |    0.04826 |
| 36451 | 0.04700 |    0.04937 |
| 36451 | 0.04800 |    0.05047 |
| 36451 | 0.04900 |    0.05158 |
| 36451 | 0.05000 |    0.05269 |
| 36451 | 0.05100 |    0.05380 |
| 36451 | 0.05200 |    0.05492 |
| 36451 | 0.05300 |    0.05604 |
| 36451 | 0.05400 |    0.05716 |
| 36451 | 0.05500 |    0.05828 |
| 36451 | 0.05600 |    0.05940 |
| 36451 | 0.05700 |    0.06053 |
| 36451 | 0.05800 |    0.06166 |
| 36451 | 0.05900 |    0.06280 |
| 36451 | 0.06000 |    0.06393 |
| 36451 | 0.06100 |    0.06507 |
| 36451 | 0.06200 |    0.06621 |
| 36451 | 0.06300 |    0.06735 |
| 36451 | 0.06400 |    0.06850 |
| 36451 | 0.06500 |    0.06965 |
| 36451 | 0.06600 |    0.07080 |
| 36451 | 0.06700 |    0.07195 |
| 36451 | 0.06800 |    0.07311 |
| 36451 | 0.06900 |    0.07427 |
| 36451 | 0.07000 |    0.07543 |
| 36451 | 0.07100 |    0.07659 |
| 36451 | 0.07200 |    0.07776 |
| 36451 | 0.07300 |    0.07893 |
| 36451 | 0.07400 |    0.08010 |
| 36451 | 0.07500 |    0.08128 |
| 36451 | 0.07600 |    0.08245 |
| 36451 | 0.07700 |    0.08363 |
| 36451 | 0.07800 |    0.08482 |
| 36451 | 0.07900 |    0.08600 |
| 36451 | 0.08000 |    0.08719 |
| 36451 | 0.08100 |    0.08838 |
| 36451 | 0.08200 |    0.08958 |
| 36451 | 0.08300 |    0.09077 |
| 36451 | 0.08400 |    0.09197 |
| 36451 | 0.08500 |    0.09318 |
| 36451 | 0.08600 |    0.09438 |
| 36451 | 0.08700 |    0.09559 |
| 36451 | 0.08800 |    0.09680 |
| 36451 | 0.08900 |    0.09801 |
| 36451 | 0.09000 |    0.09923 |
| 36451 | 0.09100 |    0.10045 |
| 36451 | 0.09200 |    0.10167 |
| 36451 | 0.09300 |    0.10290 |
| 36451 | 0.09400 |    0.10413 |
| 36451 | 0.09500 |    0.10536 |
| 36451 | 0.09600 |    0.10659 |
| 36451 | 0.09700 |    0.10783 |
| 36451 | 0.09800 |    0.10907 |
| 36451 | 0.09900 |    0.11031 |
| 36451 | 0.10000 |    0.11156 |
| 36451 | 0.10100 |    0.11281 |
| 36451 | 0.10200 |    0.11406 |
| 36451 | 0.10300 |    0.11531 |
| 36451 | 0.10400 |    0.11657 |
| 36451 | 0.10500 |    0.11783 |
| 36451 | 0.10600 |    0.11910 |
| 36451 | 0.10700 |    0.12036 |
| 36451 | 0.10800 |    0.12163 |
| 36451 | 0.10900 |    0.12291 |
| 36451 | 0.11000 |    0.12418 |
| 36451 | 0.11100 |    0.12546 |
| 36451 | 0.11200 |    0.12674 |
| 36451 | 0.11300 |    0.12803 |
| 36451 | 0.11400 |    0.12932 |
| 36451 | 0.11500 |    0.13061 |
| 36451 | 0.11600 |    0.13190 |
| 36451 | 0.11700 |    0.13320 |
| 36451 | 0.11800 |    0.13450 |
| 36451 | 0.11900 |    0.13581 |
| 36451 | 0.12000 |    0.13711 |
| 36451 | 0.12100 |    0.13842 |
| 36451 | 0.12200 |    0.13974 |
| 36451 | 0.12300 |    0.14106 |
| 36.79094 |
| 36452 | 1.74801 |  -57.54568 |
| 36452 | 1.74901 |  -57.30327 |
| 36452 | 1.75001 |  -57.06367 |
| 36452 | 1.75101 |  -56.82682 |
| 36452 | 1.75201 |  -56.59269 |
| 36452 | 1.75301 |  -56.36122 |
| 36452 | 1.75401 |  -56.13238 |
| 36452 | 1.75501 |  -55.90611 |
| 36452 | 1.75601 |  -55.68239 |
| 36452 | 1.75701 |  -55.46117 |
| 36452 | 1.75801 |  -55.24241 |
| 36452 | 1.75901 |  -55.02606 |
| 36452 | 1.76001 |  -54.81209 |
| 36452 | 1.76101 |  -54.60048 |
| 36452 | 1.76201 |  -54.39116 |
| 36452 | 1.76301 |  -54.18412 |
| 36452 | 1.76401 |  -53.97931 |
| 36452 | 1.76501 |  -53.77671 |
| 36452 | 1.76601 |  -53.57627 |
| 36452 | 1.76701 |  -53.37798 |
| 36452 | 1.76801 |  -53.18178 |
| 36452 | 1.76901 |  -52.98765 |
| 36452 | 1.77001 |  -52.79557 |
| 36452 | 1.77101 |  -52.60549 |
| 36452 | 1.77201 |  -52.41739 |
| 36452 | 1.77301 |  -52.23125 |
| 36452 | 1.77401 |  -52.04702 |
| 36452 | 1.77501 |  -51.86469 |
| 36452 | 1.77601 |  -51.68422 |
| 36452 | 1.77701 |  -51.50560 |
| 36452 | 1.77801 |  -51.32878 |
| 36452 | 1.77901 |  -51.15376 |
| 36452 | 1.78001 |  -50.98049 |
| 36452 | 1.78101 |  -50.80896 |
